ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
3, 0.000, 0.000, 0.000, 0.000, decorators.py:111(sympify_method_args)
3, 0.000, 0.000, 0.000, 0.000, operations.py:108(_from_args)
3, 0.000, 0.000, 0.000, 0.000, numbers.py:708(class_key)
3, 0.000, 0.000, 0.000, 0.000, numbers.py:712(sort_key)
3, 0.000, 0.000, 0.000, 0.000, numbers.py:2262(__lt__)
3, 0.000, 0.000, 0.000, 0.000, assume.py:175(__new__)
3, 0.000, 0.000, 0.000, 0.000, orderings.py:156(__init__)
3, 0.000, 0.000, 0.000, 0.000, generate.py:23(_aset)
3, 0.000, 0.000, 0.002, 0.001, solvers.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, core.py:16(exhaust)
3, 0.000, 0.000, 0.000, 0.000, core.py:104(do_one)
3, 0.000, 0.000, 0.000, 0.000, _stats.py:14(count)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:44(__init__)
3, 0.000, 0.000, 0.000, 0.000, result.py:12(failfast)
3, 0.000, 0.000, 0.000, 0.000, mock.py:278(__init__)
3, 0.000, 0.000, 0.000, 0.000, mock.py:293(__getattr__)
3, 0.000, 0.000, 0.000, 0.000, deprecation.py:1(<module>)
3, 0.000, 0.000, 0.036, 0.012, _base.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, blas.py:259(find_best_blas_type)
3, 0.000, 0.000, 0.000, 0.000, blas.py:326(_get_funcs)
3, 0.000, 0.000, 0.000, 0.000, blas.py:384(getter)
3, 0.000, 0.000, 0.000, 0.000, blas.py:411(get_blas_funcs)
3, 0.000, 0.000, 0.000, 0.000, _osx_support.py:129(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, <decorator-gen-7>:1(_held_figure)
3, 0.000, 0.000, 0.000, 0.000, _constants.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, doccer.py:160(_doc)
3, 0.000, 0.000, 0.000, 0.000, doccer.py:153(replace_notes_in_docstring)
3, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:321(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:382(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:456(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:509(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, threadpoolctl.py:787(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, core.py:710(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, core.py:704(add_parse_action)
3, 0.000, 0.000, 0.000, 0.000, core.py:1580(__xor__)
3, 0.000, 0.000, 0.000, 0.000, core.py:1620(__invert__)
3, 0.000, 0.000, 0.000, 0.000, core.py:1710(suppress)
3, 0.000, 0.000, 0.000, 0.000, core.py:3620(__init__)
3, 0.000, 0.000, 0.000, 0.000, core.py:4082(__init__)
3, 0.000, 0.000, 0.000, 0.000, core.py:4927(__init__)
3, 0.000, 0.000, 0.000, 0.000, core.py:4941(_generateDefaultName)
3, 0.000, 0.000, 0.003, 0.001, patches.py:2184(__init_subclass__)
3, 0.000, 0.000, 0.000, 0.000, legend_handler.py:434(__init__)
3, 0.000, 0.000, 0.000, 0.000, psCharStrings.py:198(getIntEncoder)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:1335(buildOpcodeDict)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:1361(buildConverters)
3, 0.000, 0.000, 0.040, 0.013, errors.py:1(<module>)
3, 0.000, 0.000, 0.000, 0.000, enum.py:928(_missing_)
3, 0.000, 0.000, 0.000, 0.000, enum.py:938(_create_pseudo_member_)
3, 0.000, 0.000, 0.000, 0.000, enum.py:1017(_decompose)
3, 0.000, 0.000, 0.000, 0.000, _weakrefset.py:63(__iter__)
3, 0.000, 0.000, 0.000, 0.000, gettext.py:211(_expand_lang)
3, 0.000, 0.000, 0.000, 0.000, gettext.py:542(find)
3, 0.000, 0.000, 0.000, 0.000, gettext.py:583(translation)
3, 0.000, 0.000, 0.000, 0.000, gettext.py:664(dgettext)
3, 0.000, 0.000, 0.000, 0.000, gettext.py:741(gettext)
3, 0.000, 0.000, 0.000, 0.000, locale.py:386(normalize)
3, 0.000, 0.000, 0.000, 0.000, format.py:199(magic)
3, 0.000, 0.000, 0.000, 0.000, format.py:240(_has_metadata)
3, 0.000, 0.000, 0.000, 0.000, format.py:250(dtype_to_descr)
3, 0.000, 0.000, 0.000, 0.000, format.py:342(header_data_from_array_1_0)
3, 0.000, 0.000, 0.000, 0.000, format.py:370(_wrap_header)
3, 0.000, 0.000, 0.000, 0.000, format.py:394(_wrap_header_guess_version)
3, 0.000, 0.000, 0.000, 0.000, format.py:418(_write_array_header)
3, 0.000, 0.000, 0.001, 0.000, format.py:647(write_array)
3, 0.000, 0.000, 0.000, 0.000, core.py:799(__init__)
3, 0.000, 0.000, 0.000, 0.000, core.py:860(__init__)
3, 0.000, 0.000, 0.000, 0.000, core.py:1355(getmask)
3, 0.000, 0.000, 0.000, 0.000, argparse.py:613(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, argparse.py:1309(__init__)
3, 0.000, 0.000, 0.000, 0.000, argparse.py:1570(_get_handler)
3, 0.000, 0.000, 0.000, 0.000, argparse.py:2474(_get_value)
3, 0.000, 0.000, 0.000, 0.000, argparse.py:2500(_check_value)
3, 0.000, 0.000, 0.000, 0.000, serialization.py:1158(find_class)
3, 0.000, 0.000, 0.000, 0.000, typing_extensions.py:1935(__init__)
3, 0.000, 0.000, 0.000, 0.000, constraints.py:109(__init__)
3, 0.000, 0.000, 0.001, 0.000, ctx_base.py:42(__init__)
3, 0.000, 0.000, 0.000, 0.000, ctx_base.py:458(memoize)
3, 0.000, 0.000, 0.000, 0.000, libmpf.py:59(prec_to_dps)
3, 0.000, 0.000, 0.000, 0.000, libmpf.py:663(mpf_neg)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:218(<dictcomp>)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:197(caching_module_getattr)
3, 0.000, 0.000, 0.000, 0.000, _fontconfig_pattern.py:59(comma_separated)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:43(private_class)
3, 0.000, 0.000, 0.000, 0.000, __init__.py:36(__deprecate_private_class)
3, 0.000, 0.000, 0.000, 0.000, _common.py:132(_validate_fromutc_inputs)
3, 0.000, 0.000, 0.000, 0.000, visitor.py:16(wrapper)
3, 0.000, 0.000, 0.000, 0.000, visitor.py:10(_register)
2, 0.000, 0.000, 0.000, 0.000, {method, 'deleter' of 'property' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'copy' of 'list' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'keys' of 'collections.OrderedDict' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.audit}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.exc_info}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.access}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.getcwd}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.mkdir}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.readlink}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.uname}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.pipe}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.unsetenv}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method posix.urandom}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method _functools.cmp_to_key}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method _signal.pthread_sigmask}
2, 0.000, 0.000, 0.000, 0.000, {method, '__enter__' of '_thread.lock' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method _locale.nl_langinfo}
2, 0.000, 0.000, 0.000, 0.000, {method, '__enter__' of '_io._IOBase' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'read' of '_io.TextIOWrapper' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method utcfromtimestamp}
2, 0.000, 0.000, 0.000, 0.000, {function, _load.<locals>.UnpicklerWrapper.find_class at 0x7fa7e2bfea60}
2, 0.000, 0.000, 0.000, 0.000, {method, 'tobytes' of 'numpy.generic' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'newbyteorder' of 'numpy.generic' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method _ctypes.POINTER}
2, 0.058, 0.029, 0.058, 0.029, {built-in, method _ctypes.dlopen}
2, 0.000, 0.000, 0.000, 0.000, {method, '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method torch._ops.profiler.}
2, 0.002, 0.001, 0.002, 0.001, {built-in, method torch._ops.profiler._record_function_enter_new}
2, 0.000, 0.000, 0.000, 0.000, configTools.py:158(__getitem__)
2, 0.000, 0.000, 0.000, 0.000, os.py:688(__delitem__)
2, 0.000, 0.000, 0.000, 0.000, posixpath.py:388(realpath)
2, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:775(keys)
2, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:802(__init__)
2, 0.000, 0.000, 0.000, 0.000, genericpath.py:27(isfile)
2, 0.000, 0.000, 0.000, 0.000, _bootlocale.py:33(getpreferredencoding)
2, 0.000, 0.000, 0.000, 0.000, types.py:244(coroutine)
2, 0.000, 0.000, 0.000, 0.000, util.py:73(find_spec)
2, 0.000, 0.000, 0.000, 0.000, reprlib.py:38(__init__)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:489(__exit__)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:486(__enter__)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:470(_push_exit_callback)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:438(enter_context)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:465(_push_cm_exit)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:411(pop_all)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:398(_create_exit_wrapper)
2, 0.000, 0.000, 0.000, 0.000, functools.py:191(<setcomp>)
2, 0.000, 0.000, 0.000, 0.000, functools.py:188(total_ordering)
2, 0.000, 0.000, 0.000, 0.000, _globals.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, __config__.py:3(<module>)
2, 0.000, 0.000, 0.000, 0.000, __future__.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, _version.py:20(get_versions)
2, 0.000, 0.000, 0.002, 0.001, _version.py:7(<module>)
2, 0.000, 0.000, 0.000, 0.000, decoder.py:284(__init__)
2, 0.000, 0.000, 0.031, 0.016, overrides.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, datetime.py:665(__neg__)
2, 0.000, 0.000, 0.000, 0.000, datetime.py:823(__new__)
2, 0.000, 0.000, 0.000, 0.000, datetime.py:1270(__new__)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:45(Infinity)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:77(NegativeInfinity)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:129(InvalidVersion)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:135(_BaseVersion)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:165(LegacyVersion)
2, 0.000, 0.000, 0.002, 0.001, _pep440.py:285(Version)
2, 0.000, 0.000, 0.003, 0.001, _pep440.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, pathlib.py:61(__init__)
2, 0.000, 0.000, 0.000, 0.000, pathlib.py:516(select_from)
2, 0.000, 0.000, 0.000, 0.000, pathlib.py:1318(mkdir)
2, 0.000, 0.000, 0.000, 0.000, arrayprint.py:503(decorating_function)
2, 0.000, 0.000, 0.000, 0.000, arrayprint.py:493(_recursive_guard)
2, 0.000, 0.000, 0.001, 0.000, function_base.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, getlimits.py:86(_str_smallest_subnormal)
2, 0.000, 0.000, 0.000, 0.000, getlimits.py:305(_get_machar)
2, 0.000, 0.000, 0.000, 0.000, getlimits.py:491(_init)
2, 0.000, 0.000, 0.003, 0.002, _add_newdocs.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, signal.py:24(_int_to_enum)
2, 0.000, 0.000, 0.000, 0.000, signal.py:67(pthread_sigmask)
2, 0.000, 0.000, 0.000, 0.000, threading.py:256(__enter__)
2, 0.000, 0.000, 0.000, 0.000, threading.py:259(__exit__)
2, 0.000, 0.000, 0.000, 0.000, threading.py:271(_is_owned)
2, 0.000, 0.000, 0.000, 0.000, threading.py:529(is_set)
2, 0.000, 0.000, 0.000, 0.000, threading.py:795(__init__)
2, 0.000, 0.000, 0.000, 0.000, threading.py:1140(daemon)
2, 0.000, 0.000, 0.000, 0.000, threading.py:1222(_make_invoke_excepthook)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:376(_FuncPtr)
2, 0.000, 0.000, 0.058, 0.029, __init__.py:340(__init__)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:446(__init__)
2, 0.000, 0.000, 0.000, 0.000, index_tricks.py:145(__init__)
2, 0.000, 0.000, 0.000, 0.000, index_tricks.py:755(__init__)
2, 0.000, 0.000, 0.000, 0.000, linalg.py:107(get_linalg_error_extobj)
2, 0.000, 0.000, 0.000, 0.000, linalg.py:136(_commonType)
2, 0.000, 0.000, 0.004, 0.002, linalg.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, profiler.py:482(__init__)
2, 0.000, 0.000, 0.002, 0.001, profiler.py:491(__enter__)
2, 0.000, 0.000, 0.001, 0.000, profiler.py:495(__exit__)
2, 0.000, 0.000, 0.003, 0.001, shape_base.py:1(<module>)
2, 0.000, 0.000, 0.002, 0.001, polynomial.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, utils.py:967(safe_eval)
2, 0.000, 0.000, 0.000, 0.000, npyio.py:72(__init__)
2, 0.000, 0.000, 0.001, 0.001, npyio.py:182(__init__)
2, 0.000, 0.000, 0.000, 0.000, npyio.py:209(close)
2, 0.000, 0.000, 0.000, 0.000, npyio.py:222(__del__)
2, 0.000, 0.000, 0.005, 0.002, npyio.py:232(__getitem__)
2, 0.000, 0.000, 0.001, 0.001, npyio.py:263(load)
2, 0.000, 0.000, 0.000, 0.000, helper.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, polyutils.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, hashlib.py:82(__get_builtin_constructor)
2, 0.000, 0.000, 0.000, 0.000, core.py:2946(_update_from)
2, 0.000, 0.000, 0.000, 0.000, core.py:2972(__array_finalize__)
2, 0.000, 0.000, 0.000, 0.000, core.py:3423(shape)
2, 0.000, 0.000, 0.000, 0.000, core.py:6583(__setattr__)
2, 0.000, 0.000, 0.000, 0.000, core.py:6684(__init__)
2, 0.000, 0.000, 0.000, 0.000, helper.py:387(get_device)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:246(_register_at_fork_reinit_lock)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:886(createLock)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:957(setFormatter)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1276(disable)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1359(_fixupChildren)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1372(_clear_cache)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1417(setLevel)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1601(addHandler)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:1675(getEffectiveLevel)
2, 0.000, 0.000, 0.000, 0.000, traceback.py:27(format_list)
2, 0.000, 0.000, 0.004, 0.002, traceback.py:193(format_stack)
2, 0.000, 0.000, 0.000, 0.000, traceback.py:369(from_list)
2, 0.000, 0.000, 0.000, 0.000, traceback.py:388(format)
2, 0.000, 0.000, 0.000, 0.000, traceback.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, std.py:152(__init__)
2, 0.000, 0.000, 0.000, 0.000, std.py:162(colour)
2, 0.000, 0.000, 0.000, 0.000, std.py:166(colour)
2, 0.000, 0.000, 0.000, 0.000, std.py:185(__format__)
2, 0.000, 0.000, 0.000, 0.000, std.py:339(fp_write)
2, 0.000, 0.000, 0.000, 0.000, std.py:345(print_status)
2, 0.000, 0.000, 0.001, 0.000, std.py:352(format_meter)
2, 0.000, 0.000, 0.001, 0.001, std.py:1147(__str__)
2, 0.000, 0.000, 0.000, 0.000, std.py:1150(_comparable)
2, 0.000, 0.000, 0.000, 0.000, std.py:1154(__hash__)
2, 0.000, 0.000, 0.015, 0.007, std.py:1157(__iter__)
2, 0.000, 0.000, 0.000, 0.000, std.py:1283(fp_write)
2, 0.000, 0.000, 0.001, 0.000, std.py:1262(close)
2, 0.000, 0.000, 0.000, 0.000, std.py:1443(format_dict)
2, 0.000, 0.000, 0.001, 0.001, std.py:1461(display)
2, 0.000, 0.000, 0.000, 0.000, utils.py:39(__init__)
2, 0.000, 0.000, 0.000, 0.000, utils.py:43(__format__)
2, 0.000, 0.000, 0.000, 0.000, utils.py:70(__getattr__)
2, 0.000, 0.000, 0.000, 0.000, utils.py:118(disable_on_exception)
2, 0.000, 0.000, 0.000, 0.000, utils.py:153(__eq__)
2, 0.000, 0.000, 0.000, 0.000, utils.py:317(disp_trim)
2, 0.000, 0.000, 0.000, 0.000, torch_version.py:19(__init__)
2, 0.000, 0.000, 0.000, 0.000, _tensor.py:904(__len__)
2, 0.000, 0.000, 0.002, 0.001, _pytree.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, streams.py:1(<module>)
2, 0.000, 0.000, 0.007, 0.003, memory.py:1(<module>)
2, 0.000, 0.000, 0.003, 0.002, blas.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, paths.py:1113(register_path_fn)
2, 0.000, 0.000, 0.011, 0.005, function.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, _ops.py:286(__call__)
2, 0.000, 0.000, 0.002, 0.001, _ops.py:497(__call__)
2, 0.000, 0.000, 0.000, 0.000, _jit_internal.py:576(unused)
2, 0.000, 0.000, 0.000, 0.000, _jit_internal.py:639(ignore)
2, 0.000, 0.000, 0.000, 0.000, init.py:1(<module>)
2, 0.000, 0.000, 0.010, 0.005, distance.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.000, container.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.001, batchnorm.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, _functions.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, normalization.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, dropout.py:1(<module>)
2, 0.000, 0.000, 0.002, 0.001, distributed.py:1(<module>)
2, 0.000, 0.000, 0.006, 0.003, reductions.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, util.py:48(debug)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:89(annotate)
2, 0.000, 0.000, 0.000, 0.000, printer.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, zipfile.py:213(_EndRecData64)
2, 0.000, 0.000, 0.000, 0.000, zipfile.py:256(_EndRecData)
2, 0.000, 0.000, 0.001, 0.000, zipfile.py:1325(_RealGetContents)
2, 0.000, 0.000, 0.000, 0.000, zipfile.py:1405(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, zipfile.py:1403(namelist)
2, 0.000, 0.000, 0.000, 0.000, charset.py:211(__init__)
2, 0.000, 0.000, 0.000, 0.000, calendar.py:55(__init__)
2, 0.000, 0.000, 0.000, 0.000, calendar.py:74(__init__)
2, 0.000, 0.000, 0.000, 0.000, constraint_registry.py:83(__init__)
2, 0.000, 0.000, 0.018, 0.009, exponential.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.001, laplace.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, multinomial.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:24(__init__)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:87(__setattr__)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:2078(_make_copy_from_view)
2, 0.000, 0.000, 0.000, 0.000, libmpi.py:454(mpi_from_str)
2, 0.000, 0.000, 0.001, 0.001, factorials.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, hypergeometric.py:1(<module>)
2, 0.000, 0.000, 0.003, 0.001, bessel.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, signals.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, calculus.py:1(<module>)
2, 0.000, 0.000, 0.002, 0.001, polynomials.py:1(<module>)
2, 0.000, 0.000, 0.005, 0.003, matrices.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, math2.py:53(_mathfun_n)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:143(__int__)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:145(__float__)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:147(__nonzero__)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:201(__rdiv__)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:368(__new__)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:612(_set_prec)
2, 0.000, 0.000, 0.000, 0.000, ctx_mp_python.py:620(<lambda>)
2, 0.000, 0.000, 0.000, 0.000, cache.py:123(_getenv)
2, 0.000, 0.000, 0.000, 0.000, cache.py:183(LazyFunctionMeta)
2, 0.000, 0.000, 0.000, 0.000, cache.py:190(LazyFunction)
2, 0.000, 0.000, 0.000, 0.000, cache.py:168(lazy_function)
2, 0.000, 0.000, 0.000, 0.000, basic.py:2007(_exec_constructor_postprocessors)
2, 0.000, 0.000, 0.008, 0.004, basic.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, facts.py:305(rules_beta)
2, 0.000, 0.000, 0.000, 0.000, kind.py:287(_)
2, 0.000, 0.000, 0.000, 0.000, kind.py:266(register)
2, 0.000, 0.000, 0.000, 0.000, dispatcher.py:46(ambiguity_register_error_ignore_dup)
2, 0.000, 0.000, 0.000, 0.000, conflict.py:39(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, conflict.py:34(super_signature)
2, 0.000, 0.000, 0.000, 0.000, traversal.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, decorators.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, operations.py:594(__init__)
2, 0.000, 0.000, 0.000, 0.000, operations.py:604(register_handlerclass)
2, 0.000, 0.000, 0.000, 0.000, numbers.py:257(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, numbers.py:229(igcd)
2, 0.000, 0.000, 0.000, 0.000, numbers.py:678(__float__)
2, 0.000, 0.000, 0.000, 0.000, numbers.py:1588(__new__)
2, 0.000, 0.000, 0.037, 0.019, numbers.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, power.py:282(__new__)
2, 0.000, 0.000, 0.000, 0.000, multidimensional.py:81(__init__)
2, 0.000, 0.000, 0.000, 0.000, multidimensional.py:93(__call__)
2, 0.000, 0.000, 0.000, 0.000, mpelements.py:47(__init__)
2, 0.000, 0.000, 0.000, 0.000, mpelements.py:94(_make_tol)
2, 0.000, 0.000, 0.000, 0.000, expressiondomain.py:25(__init__)
2, 0.000, 0.000, 0.000, 0.000, rationaltools.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:175(<lambda>)
2, 0.000, 0.000, 0.000, 0.000, pretty_symbology.py:235(<lambda>)
2, 0.000, 0.000, 0.001, 0.001, sets.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, ordinals.py:83(<listcomp>)
2, 0.000, 0.000, 0.000, 0.000, ordinals.py:84(<genexpr>)
2, 0.000, 0.000, 0.000, 0.000, ordinals.py:81(__new__)
2, 0.000, 0.000, 0.022, 0.011, python.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, tree.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, rootoftools.py:82(__init__)
2, 0.000, 0.000, 0.004, 0.002, utilities.py:1(<module>)
2, 0.000, 0.000, 0.002, 0.001, domainmatrix.py:1(<module>)
2, 0.000, 0.000, 0.007, 0.003, dense.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.001, modules.py:1(<module>)
2, 0.000, 0.000, 0.015, 0.008, decompositions.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, determinant.py:1(<module>)
2, 0.000, 0.000, 0.006, 0.003, eigen.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.001, inverse.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, matexpr.py:80(__new__)
2, 0.000, 0.000, 0.000, 0.000, matexpr.py:479(get_postprocessor)
2, 0.000, 0.000, 0.000, 0.000, rl.py:10(rm_id)
2, 0.000, 0.000, 0.000, 0.000, traverse.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, core.py:47(condition)
2, 0.000, 0.000, 0.000, 0.000, tools.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.000, types.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, E_B_L_C_.py:484(OffsetArrayIndexSubTableMixin)
2, 0.000, 0.000, 0.000, 0.000, E_B_L_C_.py:478(_createOffsetArrayIndexSubTableMixin)
2, 0.000, 0.000, 0.000, 0.000, E_B_D_T_.py:526(BitmapPlusMetricsMixin)
2, 0.000, 0.000, 0.000, 0.000, E_B_D_T_.py:518(_createBitmapPlusMetricsMixin)
2, 0.000, 0.000, 0.000, 0.000, immutable_collections.py:18(_create_immutable_container)
2, 0.000, 0.000, 0.000, 0.000, __init__.py:109(<genexpr>)
2, 0.000, 0.000, 0.000, 0.000, sampler.py:241(__iter__)
2, 0.000, 0.000, 0.006, 0.003, serialization.py:1(<module>)
2, 0.000, 0.000, 0.002, 0.001, callable.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, combinatorics.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.001, combining.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.000, grouping.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, dataloader.py:448(_index_sampler)
2, 0.000, 0.000, 0.000, 0.000, dataloader.py:623(_next_index)
2, 0.000, 0.000, 0.010, 0.005, dataloader.py:629(__next__)
2, 0.000, 0.000, 0.007, 0.004, dataloader.py:676(_next_data)
2, 0.000, 0.000, 0.000, 0.000, fused.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, conv.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, embedding_ops.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.000, linear.py:2(<module>)
2, 0.000, 0.000, 0.000, 0.000, fuse_modules.py:2(<module>)
2, 0.000, 0.000, 0.501, 0.250, base.py:1(<module>)
2, 0.000, 0.000, 0.001, 0.000, version.py:4(<module>)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:117(parse)
2, 0.000, 0.000, 0.000, 0.000, _pep440.py:158(_compare)
2, 0.000, 0.000, 0.000, 0.000, _util.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, decorator.py:215(decorator)
2, 0.000, 0.000, 0.000, 0.000, blas.py:377(_memoize_get_funcs)
2, 0.000, 0.000, 0.000, 0.000, _procrustes.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, basic.py:5(<module>)
2, 0.000, 0.000, 0.000, 0.000, matfuncs.py:5(<module>)
2, 0.000, 0.000, 0.000, 0.000, _onenormest.py:121(_blocked_elementwise)
2, 0.000, 0.000, 0.098, 0.049, _validation.py:1(<module>)
2, 0.000, 0.000, 0.000, 0.000, sysconfig.py:103(_safe_realpath)
