ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
12, 0.000, 0.000, 0.002, 0.000, compile_utils.py:721(_create_pseudo_names)
3/2, 0.000, 0.000, 0.002, 0.001, cfg.py:687(_process_exit_statement)
109, 0.001, 0.000, 0.002, 0.000, _weakrefset.py:63(__iter__)
4/3, 0.000, 0.000, 0.002, 0.001, templates.py:60(visit_Tuple)
3, 0.000, 0.000, 0.002, 0.001, func_graph.py:1463(_get_defun_inputs_from_args)
57, 0.001, 0.000, 0.002, 0.000, ops.py:4194(_get_op_def)
3, 0.000, 0.000, 0.002, 0.001, monomorphic_function.py:210(__init__)
10, 0.000, 0.000, 0.002, 0.000, {built-in, method builtins.__build_class__}
48, 0.001, 0.000, 0.002, 0.000, ops.py:5866(get_controller)
1, 0.000, 0.000, 0.002, 0.002, notebook.py:1(<module>)
40, 0.000, 0.000, 0.002, 0.000, func_graph.py:753(capture)
72, 0.001, 0.000, 0.002, 0.000, context.py:2017(__enter__)
1, 0.000, 0.000, 0.002, 0.002, gen_math_ops.py:4396(floor_mod)
1, 0.000, 0.000, 0.002, 0.002, gen_math_ops.py:531(_all)
76, 0.000, 0.000, 0.002, 0.000, layer_utils.py:127(invalidate_all)
120, 0.001, 0.000, 0.002, 0.000, training.py:342(__setattr__)
24, 0.000, 0.000, 0.002, 0.000, func_graph.py:521(as_default)
12/3, 0.000, 0.000, 0.002, 0.001, widget.py:695(_handle_displayed)
34, 0.000, 0.000, 0.002, 0.000, ops.py:6792(__enter__)
79, 0.002, 0.000, 0.002, 0.000, ast_util.py:279(parallel_walk)
1, 0.000, 0.000, 0.002, 0.002, ast.py:192(fix_missing_locations)
74/1, 0.001, 0.000, 0.002, 0.002, ast.py:200(_fix)
12/3, 0.000, 0.000, 0.002, 0.001, widget.py:181(__call__)
3, 0.000, 0.000, 0.002, 0.001, ops.py:1665(internal_convert_n_to_tensor)
7, 0.000, 0.000, 0.002, 0.000, dataset_ops.py:225(__init__)
3, 0.000, 0.000, 0.002, 0.001, widget_box.py:67(_fire_children_displayed)
4, 0.000, 0.000, 0.002, 0.000, cfg.py:214(_visit_internal)
1, 0.000, 0.000, 0.002, 0.002, cond_v2.py:352(_get_compatible_structured_output_specs)
4710, 0.002, 0.000, 0.002, 0.000, {method, 'release' of '_thread.RLock' objects}
17, 0.000, 0.000, 0.002, 0.000, typing.py:1141(__instancecheck__)
1, 0.000, 0.000, 0.002, 0.002, cond_v2.py:359(_get_compatible_spec)
1, 0.000, 0.000, 0.002, 0.002, traitlets.py:969(__init__)
222/206, 0.001, 0.000, 0.002, 0.000, data_structures.py:93(wrap_or_unwrap)
2, 0.000, 0.000, 0.002, 0.001, func_graph.py:1506(_get_defun_input)
1, 0.001, 0.001, 0.002, 0.002, traitlets.py:996(setup_class)
224, 0.001, 0.000, 0.002, 0.000, object_identity.py:138(__getitem__)
18, 0.000, 0.000, 0.002, 0.000, gen_math_ops.py:6206(logical_and)
2, 0.000, 0.000, 0.002, 0.001, resource_variable_ops.py:276(__del__)
74, 0.001, 0.000, 0.002, 0.000, activity.py:93(__init__)
50, 0.000, 0.000, 0.002, 0.000, data_structures.py:545(_update_snapshot)
1, 0.000, 0.000, 0.002, 0.002, type_spec.py:147(most_specific_common_supertype)
5, 0.000, 0.000, 0.002, 0.000, backprop.py:668(_fast_fill)
5, 0.000, 0.000, 0.002, 0.000, dataset_ops.py:4515(__init__)
67, 0.000, 0.000, 0.002, 0.000, activity.py:319(_enter_scope)
155, 0.000, 0.000, 0.002, 0.000, tokenize.py:98(_compile)
25, 0.000, 0.000, 0.002, 0.000, distribute_lib.py:3650(colocate_vars_with)
2, 0.000, 0.000, 0.002, 0.001, func_graph.py:817(_capture_helper)
243, 0.001, 0.000, 0.002, 0.000, op_def_library.py:54(<genexpr>)
2, 0.000, 0.000, 0.002, 0.001, cfg.py:241(visit_reverse)
31, 0.000, 0.000, 0.002, 0.000, tf_utils.py:176(get_shapes)
2, 0.000, 0.000, 0.002, 0.001, func_graph.py:1450(_create_substitute_placeholder)
2, 0.000, 0.000, 0.002, 0.001, control_flow_util_v2.py:60(create_new_tf_function)
3/2, 0.000, 0.000, 0.002, 0.001, templates.py:72(visit_Call)
3, 0.000, 0.000, 0.002, 0.001, std.py:657(get_lock)
464/336, 0.001, 0.000, 0.002, 0.000, data_structures.py:816(__getattribute__)
1, 0.000, 0.000, 0.002, 0.002, std.py:92(__init__)
1, 0.000, 0.000, 0.002, 0.002, dataset_ops.py:1554(shuffle)
36, 0.000, 0.000, 0.002, 0.000, summary_ops_v2.py:666(summary_scope)
1, 0.000, 0.000, 0.002, 0.002, dataset_ops.py:5100(__init__)
1, 0.000, 0.000, 0.002, 0.002, monomorphic_function.py:1296(__init__)
1, 0.000, 0.000, 0.002, 0.002, std.py:118(create_mp_lock)
67, 0.000, 0.000, 0.002, 0.000, activity.py:328(_exit_and_record_scope)
1, 0.000, 0.000, 0.002, 0.002, context.py:70(RLock)
33, 0.000, 0.000, 0.002, 0.000, widget.py:440(_comm_changed)
26, 0.000, 0.000, 0.002, 0.000, data_structures.py:898(_update_snapshot)
96, 0.000, 0.000, 0.002, 0.000, widget.py:450(model_id)
2, 0.000, 0.000, 0.001, 0.001, function_context.py:125(make_cache_key)
72, 0.000, 0.000, 0.001, 0.000, context.py:2311(device)
1, 0.000, 0.000, 0.001, 0.001, cond_v2.py:306(<listcomp>)
2, 0.000, 0.000, 0.001, 0.001, gen_resource_variable_ops.py:240(destroy_resource_op)
3, 0.000, 0.000, 0.001, 0.000, dataset_ops.py:509(__len__)
99, 0.001, 0.000, 0.001, 0.000, traitlets.py:1624(observe)
156, 0.000, 0.000, 0.001, 0.000, re.py:250(compile)
5, 0.000, 0.000, 0.001, 0.000, liveness.py:61(visit_node)
6, 0.001, 0.000, 0.001, 0.000, file_io.py:80(_prewrite_check)
276, 0.001, 0.000, 0.001, 0.000, compat.py:61(as_bytes)
6, 0.000, 0.000, 0.001, 0.000, nest.py:476(assert_same_structure)
3, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap>:901(_find_spec)
85, 0.001, 0.000, 0.001, 0.000, tensor_shape.py:1362(as_proto)
24, 0.000, 0.000, 0.001, 0.000, tf_contextlib.py:21(contextmanager)
1, 0.000, 0.000, 0.001, 0.001, sre_compile.py:783(compile)
6, 0.000, 0.000, 0.001, 0.000, {built-in, method tensorflow.python.util._pywrap_utils.AssertSameStructure}
21, 0.000, 0.000, 0.001, 0.000, ops.py:3405(graph_def_versions)
68, 0.001, 0.000, 0.001, 0.000, ops.py:4416(name_scope)
1, 0.000, 0.000, 0.001, 0.001, dataset_ops.py:1383(prefetch)
1, 0.000, 0.000, 0.001, 0.001, dataset_ops.py:5726(__init__)
86, 0.001, 0.000, 0.001, 0.000, ast.py:175(copy_location)
38, 0.000, 0.000, 0.001, 0.000, tpu.py:246(tpu_replicated_input_resolver)
110, 0.000, 0.000, 0.001, 0.000, _collections_abc.py:760(get)
132, 0.001, 0.000, 0.001, 0.000, ops.py:5110(_attr_scope)
3, 0.000, 0.000, 0.001, 0.000, dataset_ops.py:2998(cardinality)
12/7, 0.000, 0.000, 0.001, 0.000, templates.py:54(visit_Attribute)
1, 0.000, 0.000, 0.001, 0.001, ast.py:1570(unparse)
34, 0.000, 0.000, 0.001, 0.000, tf_utils.py:550(maybe_init_scope)
6, 0.000, 0.000, 0.001, 0.000, backend.py:425(set_learning_phase)
3, 0.000, 0.000, 0.001, 0.000, gen_dataset_ops.py:1156(dataset_cardinality)
1, 0.000, 0.000, 0.001, 0.001, ast.py:797(visit)
51/1, 0.000, 0.000, 0.001, 0.001, ast.py:790(traverse)
2/1, 0.000, 0.000, 0.001, 0.001, ast.py:997(visit_FunctionDef)
2/1, 0.000, 0.000, 0.001, 0.001, ast.py:1003(_function_helper)
66, 0.000, 0.000, 0.001, 0.000, traitlets.py:1244(instance_init)
5, 0.000, 0.000, 0.001, 0.000, options.py:651(merge)
624, 0.001, 0.000, 0.001, 0.000, ops.py:2578(type)
38, 0.000, 0.000, 0.001, 0.000, auto_control_deps.py:641(_identity_resolver)
334/110, 0.001, 0.000, 0.001, 0.000, options.py:586(__getattribute__)
1311, 0.001, 0.000, 0.001, 0.000, traitlets.py:263(__init__)
63, 0.000, 0.000, 0.001, 0.000, traitlets.py:2848(validate)
5, 0.000, 0.000, 0.001, 0.000, options.py:115(merge_options)
39, 0.001, 0.000, 0.001, 0.000, ops.py:1879(_NodeDef)
66, 0.000, 0.000, 0.001, 0.000, base_comm.py:190(register_comm)
4, 0.000, 0.000, 0.001, 0.000, func_graph.py:209(__init__)
96, 0.001, 0.000, 0.001, 0.000, _weakrefset.py:27(__exit__)
6, 0.000, 0.000, 0.001, 0.000, backend.py:460(deprecated_internal_set_learning_phase)
32, 0.000, 0.000, 0.001, 0.000, batch_normalization.py:298(_param_dtype)
38, 0.001, 0.000, 0.001, 0.000, typing.py:1065(_get_protocol_attrs)
1, 0.000, 0.000, 0.001, 0.001, gen_control_flow_ops.py:475(no_op)
14/6, 0.000, 0.000, 0.001, 0.000, trace_type_builder.py:97(from_value)
12, 0.000, 0.000, 0.001, 0.000, activity.py:546(_visit_arg_annotations)
55, 0.000, 0.000, 0.001, 0.000, tensor_spec.py:66(__init__)
1311, 0.001, 0.000, 0.001, 0.000, traitlets.py:266(__call__)
18, 0.000, 0.000, 0.001, 0.000, templates.py:68(visit_Name)
66, 0.000, 0.000, 0.001, 0.000, configurable.py:123(section_names)
2/1, 0.000, 0.000, 0.001, 0.001, ast.py:804(_write_docstring_and_traverse_body)
78, 0.000, 0.000, 0.001, 0.000, traitlets.py:2167(make_dynamic_default)
6/4, 0.000, 0.000, 0.001, 0.000, directives.py:122(visit_Attribute)
6, 0.000, 0.000, 0.001, 0.000, file_io.py:732(list_directory)
1, 0.000, 0.000, 0.001, 0.001, <frozen, importlib._bootstrap_external>:1082(_cache_bytecode)
6, 0.000, 0.000, 0.001, 0.000, file_io.py:751(list_directory_v2)
44, 0.001, 0.000, 0.001, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrValueProto}
3, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:1415(find_spec)
30, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap>:1033(_handle_fromlist)
99, 0.000, 0.000, 0.001, 0.000, _collections_abc.py:767(__contains__)
1, 0.000, 0.000, 0.001, 0.001, structured_function.py:232(trace_tf_function)
3, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:1383(_get_spec)
42, 0.000, 0.000, 0.001, 0.000, traitlets.py:1732(set_trait)
6, 0.000, 0.000, 0.001, 0.000, func_graph.py:76(convert_structure_to_signature)
410, 0.001, 0.000, 0.001, 0.000, base.py:326(_maybe_initialize_trackable)
1, 0.000, 0.000, 0.001, 0.001, <frozen, importlib._bootstrap_external>:1087(set_data)
15, 0.000, 0.000, 0.001, 0.000, ntpath.py:77(join)
302, 0.001, 0.000, 0.001, 0.000, traitlets.py:1844(_get_trait_default_generator)
30, 0.000, 0.000, 0.001, 0.000, ops.py:480(shape)
1, 0.000, 0.000, 0.001, 0.001, quarantine.py:400(decorated)
174, 0.001, 0.000, 0.001, 0.000, qual_names.py:56(__init__)
189, 0.000, 0.000, 0.001, 0.000, object_identity.py:202(update)
2/1, 0.000, 0.000, 0.001, 0.001, lazy.py:64(__getattr__)
76, 0.001, 0.000, 0.001, 0.000, auto_control_deps.py:645(update)
13/7, 0.000, 0.000, 0.001, 0.000, structure.py:426(type_spec_from_value)
2/1, 0.000, 0.000, 0.001, 0.001, lazy.py:92(wrapper)
15, 0.001, 0.000, 0.001, 0.000, {built-in, method nt.stat}
1, 0.000, 0.000, 0.001, 0.001, ops.py:1713(convert_n_to_tensor)
2/1, 0.000, 0.000, 0.001, 0.001, lazy.py:42(load_once)
1, 0.000, 0.000, 0.001, 0.001, tempfile.py:517(NamedTemporaryFile)
76, 0.001, 0.000, 0.001, 0.000, tpu.py:265(replace_with_unreplicated_resources)
74, 0.000, 0.000, 0.001, 0.000, weakref.py:105(__init__)
3, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:1514(find_spec)
1, 0.000, 0.000, 0.001, 0.001, __init__.py:55(tf2)
25, 0.000, 0.000, 0.001, 0.000, data_structures.py:905(_track_value)
1, 0.000, 0.000, 0.001, 0.001, tracing_compiler.py:67(__init__)
1, 0.000, 0.000, 0.001, 0.001, <frozen, importlib._bootstrap_external>:180(_write_atomic)
72, 0.001, 0.000, 0.001, 0.000, context.py:2051(__exit__)
43, 0.000, 0.000, 0.001, 0.000, ops.py:2514(inputs)
9, 0.000, 0.000, 0.001, 0.000, {built-in, method builtins.repr}
35, 0.001, 0.000, 0.001, 0.000, op_def_library.py:815(value_to_attr_value)
4, 0.000, 0.000, 0.001, 0.000, nest.py:175(map_structure)
3, 0.000, 0.000, 0.001, 0.000, notebook.py:90(__repr__)
17, 0.000, 0.000, 0.001, 0.000, ops.py:503(_c_api_shape)
1, 0.000, 0.000, 0.001, 0.001, parser.py:167(_without_context)
3, 0.000, 0.000, 0.001, 0.000, structure.py:318(_to_tensor_list_helper)
41, 0.000, 0.000, 0.001, 0.000, ops.py:2440(_add_control_inputs)
15, 0.000, 0.000, 0.001, 0.000, type_spec.py:929(_type_spec_from_value)
82, 0.000, 0.000, 0.001, 0.000, tf_inspect.py:388(isclass)
88, 0.000, 0.000, 0.001, 0.000, options.py:99(get_fn)
1, 0.000, 0.000, 0.001, 0.001, ast.py:852(visit_Assign)
9, 0.000, 0.000, 0.001, 0.000, ast.py:33(parse)
1, 0.000, 0.000, 0.001, 0.001, function_spec.py:48(from_function_and_signature)
4/3, 0.000, 0.000, 0.001, 0.000, conversion.py:112(is_allowlisted)
66, 0.001, 0.000, 0.001, 0.000, configurable.py:126(<listcomp>)
349, 0.001, 0.000, 0.001, 0.000, object_identity.py:135(_wrap_key)
67, 0.000, 0.000, 0.001, 0.000, activity.py:322(_exit_scope)
3, 0.000, 0.000, 0.001, 0.000, {built-in, method _functools.reduce}
1, 0.000, 0.000, 0.001, 0.001, __init__.py:26(tf)
1, 0.000, 0.000, 0.001, 0.001, anno.py:161(dup)
1, 0.000, 0.000, 0.001, 0.001, sre_parse.py:944(parse)
37, 0.000, 0.000, 0.001, 0.000, ops.py:446(_create_with_tf_output)
6, 0.000, 0.000, 0.001, 0.000, structure.py:340(reduce_fn)
2/1, 0.000, 0.000, 0.001, 0.001, ast.py:1551(visit_Lambda)
66, 0.001, 0.000, 0.001, 0.000, traitlets.py:1435(hold_trait_notifications)
39, 0.000, 0.000, 0.001, 0.000, ops.py:4781(_apply_device_functions)
1, 0.000, 0.000, 0.001, 0.001, gen_dataset_ops.py:7494(shuffle_dataset_v3)
1, 0.000, 0.000, 0.001, 0.001, tempfile.py:243(_mkstemp_inner)
4, 0.000, 0.000, 0.001, 0.000, {built-in, method builtins.__import__}
15, 0.000, 0.000, 0.001, 0.000, iostream.py:526(write)
21, 0.000, 0.000, 0.001, 0.000, typing.py:1082(_is_callable_members_only)
267, 0.000, 0.000, 0.001, 0.000, traitlets.py:2158(instance_init)
62, 0.000, 0.000, 0.001, 0.000, base_layer.py:2969(<genexpr>)
1, 0.000, 0.000, 0.001, 0.001, sre_parse.py:436(_parse_sub)
6, 0.000, 0.000, 0.001, 0.000, tensor_spec.py:263(_to_tensor_list)
1, 0.000, 0.000, 0.001, 0.001, monomorphic_function.py:456(__init__)
99, 0.000, 0.000, 0.001, 0.000, loader.py:310(_has_section)
6, 0.000, 0.000, 0.001, 0.000, tensor_spec.py:219(_to_components)
5, 0.000, 0.000, 0.001, 0.000, __init__.py:1550(makeRecord)
1, 0.001, 0.001, 0.001, 0.001, sre_parse.py:494(_parse)
192, 0.000, 0.000, 0.001, 0.000, c_api_util.py:199(tf_buffer)
9, 0.000, 0.000, 0.001, 0.000, data_structures.py:472(__init__)
3, 0.000, 0.000, 0.001, 0.000, conversion.py:69(is_unsupported)
39, 0.001, 0.000, 0.001, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_FinishOperation}
2, 0.000, 0.000, 0.001, 0.000, control_flow_v2_func_graphs.py:24(__init__)
3/1, 0.000, 0.000, 0.001, 0.001, ast.py:1431(visit_Call)
1, 0.000, 0.000, 0.001, 0.001, traitlets.py:974(setup_class)
5, 0.000, 0.000, 0.001, 0.000, __init__.py:282(__init__)
39, 0.000, 0.000, 0.001, 0.000, lock_util.py:128(__exit__)
9, 0.000, 0.000, 0.001, 0.000, directives.py:113(visit_Name)
2, 0.001, 0.000, 0.001, 0.000, {built-in, method nt.open}
41, 0.000, 0.000, 0.001, 0.000, __init__.py:153(get)
107, 0.000, 0.000, 0.001, 0.000, object_identity.py:141(__setitem__)
8, 0.000, 0.000, 0.001, 0.000, base_conv.py:329(compute_output_shape)
37, 0.000, 0.000, 0.001, 0.000, ops.py:405(__init__)
3, 0.000, 0.000, 0.001, 0.000, formatters.py:371(lookup)
39, 0.000, 0.000, 0.001, 0.000, ops.py:2187(_control_flow_post_processing)
1, 0.000, 0.000, 0.001, 0.001, unsupported_features_checker.py:56(verify)
1, 0.000, 0.000, 0.001, 0.001, gen_dataset_ops.py:6297(prefetch_dataset)
2, 0.000, 0.000, 0.001, 0.000, function_spec.py:148(__init__)
10, 0.001, 0.000, 0.001, 0.000, {built-in, method builtins.compile}
31, 0.000, 0.000, 0.001, 0.000, base_layer.py:481(build)
9, 0.000, 0.000, 0.001, 0.000, data_structures.py:367(__init__)
3, 0.000, 0.000, 0.001, 0.000, inspect_utils.py:59(isbuiltin)
9, 0.000, 0.000, 0.001, 0.000, <__array_function__, internals>:177(prod)
39, 0.000, 0.000, 0.001, 0.000, lock_util.py:125(__enter__)
59, 0.000, 0.000, 0.001, 0.000, op_def_registry.py:32(get)
3, 0.000, 0.000, 0.001, 0.000, formatters.py:394(lookup_by_type)
2, 0.000, 0.000, 0.001, 0.000, structure.py:348(to_batched_tensor_list)
24, 0.000, 0.000, 0.001, 0.000, contextlib.py:234(contextmanager)
72, 0.000, 0.000, 0.001, 0.000, context.py:986(device)
12/6, 0.000, 0.000, 0.001, 0.000, trace_type_builder.py:129(<genexpr>)
67, 0.000, 0.000, 0.001, 0.000, activity.py:181(finalize)
25, 0.000, 0.000, 0.001, 0.000, tensor_conversion_registry.py:133(<genexpr>)
4, 0.000, 0.000, 0.001, 0.000, lazy_loader.py:57(__getattr__)
2, 0.000, 0.000, 0.001, 0.000, dataset_ops.py:4526(__init__)
4, 0.000, 0.000, 0.001, 0.000, ops.py:3100(__init__)
3, 0.000, 0.000, 0.001, 0.000, widget.py:573(on_displayed)
5, 0.000, 0.000, 0.001, 0.000, inspect.py:693(getsourcefile)
74, 0.000, 0.000, 0.001, 0.000, ops.py:2519(<genexpr>)
4, 0.000, 0.000, 0.001, 0.000, lazy_loader.py:38(_load)
98, 0.000, 0.000, 0.001, 0.000, context.py:2124(ensure_initialized)
49, 0.001, 0.000, 0.001, 0.000, ntpath.py:124(splitdrive)
1, 0.000, 0.000, 0.001, 0.001, tf_inspect.py:269(getcallargs)
2, 0.000, 0.000, 0.001, 0.000, summary_ops_v2.py:539(create_fn)
18, 0.000, 0.000, 0.001, 0.000, conversion.py:95(<genexpr>)
3, 0.000, 0.000, 0.001, 0.000, parser.py:346(parse_expression)
39, 0.000, 0.000, 0.001, 0.000, lock_util.py:85(acquire)
39, 0.000, 0.000, 0.001, 0.000, lock_util.py:95(release)
33/24, 0.000, 0.000, 0.001, 0.000, widget.py:31(_widget_to_json)
25, 0.000, 0.000, 0.001, 0.000, ops.py:5612(control_dependencies)
4, 0.000, 0.000, 0.001, 0.000, structure.py:370(<lambda>)
1, 0.000, 0.000, 0.001, 0.001, _monitor.py:30(__init__)
2, 0.000, 0.000, 0.001, 0.000, gen_summary_ops.py:267(summary_writer)
4, 0.000, 0.000, 0.001, 0.000, tensor_spec.py:266(_to_batched_tensor_list)
54, 0.000, 0.000, 0.001, 0.000, traitlets.py:1252(instance_init)
3265/3173, 0.000, 0.000, 0.001, 0.000, {built-in, method builtins.hash}
15, 0.000, 0.000, 0.001, 0.000, iostream.py:456(_schedule_flush)
4, 0.000, 0.000, 0.001, 0.000, nest.py:226(<listcomp>)
663, 0.001, 0.000, 0.001, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationOpType}
3, 0.000, 0.000, 0.001, 0.000, templates.py:64(visit_List)
15, 0.000, 0.000, 0.001, 0.000, conversion.py:33(_is_of_known_loaded_module)
96, 0.001, 0.000, 0.001, 0.000, _weakrefset.py:53(_commit_removals)
9, 0.000, 0.000, 0.001, 0.000, fromnumeric.py:2927(prod)
61, 0.000, 0.000, 0.001, 0.000, ops.py:2084(<genexpr>)
4, 0.000, 0.000, 0.001, 0.000, __init__.py:109(import_module)
13, 0.000, 0.000, 0.001, 0.000, ast3.py:288(visit_Name)
3/1, 0.000, 0.000, 0.001, 0.001, ast.py:1308(visit_Tuple)
189, 0.000, 0.000, 0.001, 0.000, object_identity.py:203(<listcomp>)
10, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:135(_path_stat)
1, 0.000, 0.000, 0.001, 0.001, monomorphic_function.py:1371(_set_function_spec)
11/3, 0.000, 0.000, 0.001, 0.000, autotrackable.py:58(__setattr__)
74, 0.001, 0.000, 0.001, 0.000, weakref.py:290(update)
85, 0.001, 0.000, 0.001, 0.000, tensor_shape.py:1367(<listcomp>)
4, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap>:1018(_gcd_import)
1, 0.000, 0.000, 0.001, 0.001, monomorphic_function.py:1377(_initialize_function_spec)
3/1, 0.000, 0.000, 0.001, 0.001, ast.py:695(items_view)
63/54, 0.000, 0.000, 0.001, 0.000, qual_names.py:160(__eq__)
3/1, 0.000, 0.000, 0.001, 0.001, ast.py:683(interleave)
1, 0.000, 0.000, 0.001, 0.001, function_spec.py:417(canonicalize_function_inputs)
144, 0.001, 0.000, 0.001, 0.000, context.py:982(_set_device)
6, 0.000, 0.000, 0.001, 0.000, file_io.py:679(is_directory)
41, 0.000, 0.000, 0.001, 0.000, ops.py:4538(unique_name)
3, 0.000, 0.000, 0.001, 0.000, utils.py:246(_screen_shape_windows)
1, 0.001, 0.001, 0.001, 0.001, {built-in, method nt.replace}
99, 0.001, 0.000, 0.001, 0.000, traitlets.py:1562(_add_notifiers)
9, 0.000, 0.000, 0.001, 0.000, ast3.py:183(visit_arg)
17, 0.000, 0.000, 0.001, 0.000, input_spec.py:75(__init__)
1, 0.000, 0.000, 0.001, 0.001, threading.py:880(start)
1, 0.000, 0.000, 0.001, 0.001, traitlets.py:276(getmembers)
5, 0.000, 0.000, 0.001, 0.000, genericpath.py:16(exists)
222, 0.000, 0.000, 0.001, 0.000, traitlets.py:2142(validate)
15, 0.001, 0.000, 0.001, 0.000, conversion.py:37(<genexpr>)
39, 0.000, 0.000, 0.001, 0.000, tf_stack.py:169(extract_stack_for_op)
9, 0.000, 0.000, 0.001, 0.000, fromnumeric.py:69(_wrapreduction)
6, 0.000, 0.000, 0.001, 0.000, file_io.py:692(is_directory_v2)
39, 0.000, 0.000, 0.001, 0.000, ops.py:7251(_reconstruct_sequence_inputs)
17, 0.000, 0.000, 0.001, 0.000, <frozen, importlib._bootstrap_external>:91(_path_join)
237, 0.000, 0.000, 0.000, 0.000, object_identity.py:218(__iter__)
6, 0.000, 0.000, 0.000, 0.000, variable_utils.py:23(convert_variables_to_tensors)
25, 0.000, 0.000, 0.000, 0.000, structure.py:275(get_flat_tensor_specs)
485, 0.000, 0.000, 0.000, 0.000, traitlets.py:1796(has_trait)
12, 0.000, 0.000, 0.000, 0.000, metadata.py:28(create_summary_metadata)
5, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.print}
36, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:262(CheckInputFromValidContext)
1, 0.000, 0.000, 0.000, 0.000, sre_compile.py:622(_code)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:660(convert_inputs_to_signature)
54, 0.000, 0.000, 0.000, 0.000, traitlets.py:1686(_register_validator)
39, 0.000, 0.000, 0.000, 0.000, errors_impl.py:273(__init__)
474, 0.000, 0.000, 0.000, 0.000, inspect_utils.py:61(<genexpr>)
63, 0.000, 0.000, 0.000, 0.000, traitlets.py:2860(validate_elements)
36, 0.000, 0.000, 0.000, 0.000, ops.py:4174(_get_tensor_by_tf_output)
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:229(_make_function_type)
132, 0.000, 0.000, 0.000, 0.000, base_layer_utils.py:936(has_weights)
365, 0.000, 0.000, 0.000, 0.000, _collections_abc.py:409(__subclasshook__)
76, 0.000, 0.000, 0.000, 0.000, auto_control_deps.py:143(op_is_stateful)
132, 0.000, 0.000, 0.000, 0.000, traitlets.py:237(parse_notifier_name)
3, 0.000, 0.000, 0.000, 0.000, decorator.py:199(fix)
7, 0.000, 0.000, 0.000, 0.000, options.py:642(_set_mutable)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:595(build)
38, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:6541(_resource_resolver)
3, 0.000, 0.000, 0.000, 0.000, structure.py:471(<listcomp>)
4, 0.000, 0.000, 0.000, 0.000, ops.py:4607(_colocate_with_for_gradient)
3, 0.000, 0.000, 0.000, 0.000, cfg.py:683(_process_basic_statement)
4, 0.000, 0.000, 0.000, 0.000, typing.py:1200(_proto_hook)
34, 0.000, 0.000, 0.000, 0.000, ops.py:6832(__exit__)
6, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.lib.io._pywrap_file_io.IsDirectory}
157, 0.000, 0.000, 0.000, 0.000, ops.py:5351(_device_function_stack)
25, 0.000, 0.000, 0.000, 0.000, data_structures.py:890(_check_self_external_modification)
32, 0.000, 0.000, 0.000, 0.000, nest.py:1613(yield_flat_paths)
112, 0.000, 0.000, 0.000, 0.000, object_identity.py:55(__eq__)
267, 0.000, 0.000, 0.000, 0.000, traitlets.py:2163(_resolve_classes)
4, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:5208(<lambda>)
4, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:249(_batch)
6, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.lib.io._pywrap_file_io.GetChildren}
349, 0.000, 0.000, 0.000, 0.000, object_identity.py:64(__hash__)
45, 0.000, 0.000, 0.000, 0.000, traitlets.py:2996(validate_elements)
11, 0.000, 0.000, 0.000, 0.000, structure.py:305(get_flat_tensor_types)
179, 0.000, 0.000, 0.000, 0.000, transformer.py:190(__getitem__)
99, 0.000, 0.000, 0.000, 0.000, object_identity.py:181(__init__)
8, 0.000, 0.000, 0.000, 0.000, ops.py:2626(_set_attr)
40, 0.000, 0.000, 0.000, 0.000, activity.py:247(_in_constructor)
288, 0.000, 0.000, 0.000, 0.000, base_layer.py:3026(_maybe_create_attribute)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:558(module_from_spec)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util_v2.py:92(maybe_set_lowering_attr)
6, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:361(cache_from_source)
4, 0.000, 0.000, 0.000, 0.000, ops.py:4624(colocate_with)
6, 0.000, 0.000, 0.000, 0.000, backend.py:798(get_graph)
39, 0.000, 0.000, 0.000, 0.000, ops.py:5412(_snapshot_colocation_stack_metadata)
51, 0.000, 0.000, 0.000, 0.000, data_structures.py:884(_dirty)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:302(_get_definition)
6, 0.000, 0.000, 0.000, 0.000, ntpath.py:214(basename)
